# Scales historical SSP GDP data to GCAM3 GDP data.
# Calculates future GDP based on ratio of GCAM3 future to 2010 value.
iso,year,value
lao,1988,1065.1580447473743
lva,1988,18052.382325091923
lbn,1988,10360.283322380728
lso,1988,642.992519527094
lbr,1988,1577.0812408845686
lby,1988,28035.143529798457
ltu,1988,21316.43208559449
lux,1988,14359.77156851671
mac,1988,4308.021244455923
mkd,1988,4838.218986533545
mdg,1988,3509.993641630698
mwi,1988,1921.4713072207442
mys,1988,45390.458389499414
mdv,1988,530.9390760160144
mli,1988,2645.908287200955
mlt,1988,2443.489604506465
mrt,1988,1323.2182149469868
mus,1988,2312.833491869325
mex,1988,308560.81617035985
mda,1988,6411.996899735467
mng,1988,2515.9619740407916
mar,1988,26786.180757208782
moz,1988,1404.5474294543717
nam,1988,3150.780986513935
npl,1988,4117.533579027959
nld,1988,321704.5981071072
nzl,1988,53906.56777108
nic,1988,3168.1728835192093
ner,1988,2029.132934950583
nga,1988,71947.72668298277
nor,1988,163734.47326117303
omn,1988,15962.384040957308
pak,1988,47274.3068624641
pan,1988,6030.243981821853
png,1988,4436.815961673812
pry,1988,6674.087658041906
per,1988,46312.11252380464
phl,1988,56979.026716111366
pol,1988,168812.0791727517
prt,1988,99323.42889519563
pri,1988,39867.45383550774
zaf,1988,144074.88717588247
rom,1988,92196.81912330838
rus,1988,938101.3689331067
rwa,1988,1761.6989447291269
wsm,1988,258.36782695708393
stp,1988,66.70672373554895
sau,1988,169173.6343100177
sen,1988,4079.7772152637976
srb,1988,24621.293830104423
sle,1988,1136.678563421859
sgp,1988,36767.85736985941
svk,1988,34221.381723316896
svn,1988,15393.950553646373
slb,1988,250.76644117362991
kor,1988,203680.2041027859
esp,1988,529448.02241197275
lka,1988,12492.02718948459
lca,1988,493.4210285528101
vct,1988,235.3249990600962
sdn,1988,12696.557655958446
sur,1988,1496.5124697915153
swz,1988,1131.1165534708111
swe,1988,204777.42175143881
che,1988,263526.94037758856
syr,1988,15233.35247418253
twn,1988,89501.48717679533
tjk,1988,4791.439848992393
tza,1988,7265.796530584858
tha,1988,74901.96729064027
tgo,1988,1312.0646270757352
ton,1988,164.36012758324853
tto,1988,5237.151475041463
tun,1988,11014.0588399919
tur,1988,219897.7536221643
tkm,1988,6961.914264029698
uga,1988,2859.52506804252
ukr,1988,139534.9283620612
are,1988,62411.01587994871
gbr,1988,1048704.7371481014
usa,1988,5658692.04954941
ury,1988,13913.918706631921
uzb,1988,12800.46613722824
vut,1988,218.72857950837272
ven,1988,118844.79076070874
vnm,1988,17221.588814503906
yem,1988,7363.089233179082
zmb,1988,5617.295744895043
afg,1989,3338.668203741664
alb,1989,4670.163376033155
dza,1989,60201.75869311812
ago,1989,17083.752134212365
arg,1989,132284.6394865255
arm,1989,4322.914923811768
aus,1989,406353.8637932523
aut,1989,164495.58215601108
aze,1989,16679.159182503725
bhs,1989,5099.194634882405
bhr,1989,5618.084026609727
bgd,1989,26317.019170099084
brb,1989,2492.2139670330757
blr,1989,20220.60985483536
bel,1989,211052.591697701
blz,1989,318.6268249756671
ben,1989,1836.3732189329683
btn,1989,252.28314038308253
bol,1989,5871.013602672064
bih,1989,1279.0039024767486
bwa,1989,3286.088935872092
bra,1989,812095.1601681665
brn,1989,6260.419710015777
bgr,1989,26343.162691877867
bfa,1989,1996.1218317921375
mmr,1989,4300.7219325973365
bdi,1989,1136.1262785895515
khm,1989,2808.5909375160577
cmr,1989,11108.546952567152
can,1989,667931.0901605003
cpv,1989,210.8956008352713
