구    분,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2009-01-01,48935,47096,45407,44410,43962,43850,43286,41182,38382,36642,37369,37624,37388,37321,37219,37333,38118,40942,43237,43521,43568,43900,47059,48874
2009-01-02,46924,44945,43817,43214,43374,44005,44828,45638,47374,49247,50642,50661,47992,48610,48676,48180,48544,50519,51089,49787,48547,47612,49734,51611
2009-01-03,49226,47184,45962,45263,45190,45492,45780,45048,45213,45857,47076,47032,44722,44665,44369,43799,43723,45459,46935,46509,46047,45702,48360,50753
2009-01-04,48351,46344,44947,44279,44216,44363,44059,42270,40534,39943,41029,41269,40482,40783,40625,40651,41045,43757,46020,46411,46162,46039,48826,50030
2009-01-05,47610,45536,44352,43990,44532,45696,47373,49462,53882,57228,58542,58447,54469,56432,57147,56628,56704,57530,57240,55260,53513,52513,54204,55881
2009-01-06,53032,50921,49815,49267,49506,50250,51260,52684,56382,58991,59647,59301,54851,56866,57466,57030,57323,58092,57673,55721,53951,52786,54560,56384
2009-01-07,53481,51082,49831,49274,49516,50210,51376,52726,56376,58804,59337,58915,54421,56311,56681,56078,56236,57149,57257,55666,54095,53123,55004,56581
2009-01-08,53408,51254,50024,49480,49892,50584,51752,52934,56702,59110,59984,59600,54878,56698,57106,56401,56575,57611,58055,56383,54654,53376,55198,56988
2009-01-09,53981,51717,50504,49752,50181,50786,51721,52898,56548,58993,59885,59661,55269,57022,57648,57115,57470,58196,57822,56004,54555,53499,55543,57457
2009-01-10,54724,52677,51491,50749,50637,50807,50967,50205,50684,51603,53127,53433,50726,50905,50780,50078,49541,50234,51472,50842,50207,49868,52572,55131
2009-01-11,52965,51025,49737,49037,48756,48832,48427,46536,44100,42969,44039,44331,43792,44161,44021,44193,44687,46893,49076,49203,49091,49010,51872,53691
2009-01-12,51543,49679,48650,48123,48345,49086,50544,52754,57329,60564,62231,62645,58704,60685,61448,60892,61009,61496,61343,58963,56980,55344,57225,59206
2009-01-13,56376,54411,53370,52609,52393,52874,53905,55222,58884,61457,62269,62223,57897,59623,60274,59768,59832,60331,60441,58533,56680,55253,57020,58900
2009-01-14,56095,53885,52630,51629,51690,52140,53062,54403,58097,60871,62245,62208,58132,59975,60633,59997,60122,60600,60732,58809,57008,55635,57549,59408
2009-01-15,56582,54741,53771,52934,52845,53279,54367,55844,59164,61569,62529,62493,58264,60047,60550,59726,59808,60388,60622,58698,56790,55328,57241,59352
2009-01-16,56482,54241,52903,52092,52030,52334,53219,54353,57911,60470,61805,61837,57624,59169,59556,58835,58800,59106,59127,57359,55703,54315,56402,58269
2009-01-17,55500,53383,52093,51209,50898,51035,50978,50345,51238,52464,53800,53705,50669,50770,50401,49371,48932,49315,50641,50326,49745,49462,52029,53985
2009-01-18,51552,49278,47890,47116,47045,47242,46862,44981,43364,43252,44602,44866,44076,44027,43897,43744,44094,45578,47773,47838,47727,47751,50651,51885
2009-01-19,49152,46837,45556,45234,45788,46958,48569,50808,55541,58506,59680,59279,54982,56845,57351,56781,57050,57790,58600,57064,55242,53913,55553,56835
2009-01-20,53498,50957,49716,49145,49694,50428,51663,52898,56581,59023,59848,59269,54660,56158,56532,55991,56125,56927,57685,56264,54716,53336,55130,56516
2009-01-21,53166,50670,49314,48769,49350,50132,51264,52215,55969,58730,59758,59474,55226,57013,57489,56714,56551,56658,56845,55648,54132,53055,54781,56206
2009-01-22,53088,50563,49323,48867,49238,50003,51158,52420,55826,57917,58567,58086,53641,54895,55065,54313,54378,55115,55963,54651,53442,52358,54372,55766
2009-01-23,52703,50136,48898,48698,49320,50255,51560,52869,56057,58406,59586,59718,56032,57547,57699,56471,55634,55410,56124,54702,53496,52612,54782,56969
2009-01-24,54653,52691,51494,50344,49863,49830,49687,48275,46739,46456,47615,47569,45709,45318,44743,43833,43312,44601,47005,46923,46379,46055,49439,52066
2009-01-25,50320,48597,47309,46040,45151,44585,43778,41828,38830,36790,37403,37590,37442,37168,36837,36495,36563,38020,40282,40323,40135,40507,44283,46725
2009-01-26,45236,43769,42871,42067,41566,41338,41117,39501,35436,31953,31206,30900,30655,30648,30733,30904,31512,33301,36219,36978,37220,38304,42600,45285
2009-01-27,44165,42878,42048,41309,40965,40890,40356,38490,35771,34136,34780,35100,34988,34817,34520,34519,35010,37123,40482,41150,41292,41721,44944,46881
2009-01-28,44946,43054,42035,41573,41769,42272,43058,43887,46180,48316,49715,49827,47366,47592,47380,46945,46981,48025,50059,49377,48126,47139,49130,50578
2009-01-29,47661,45298,43985,43547,43896,44666,45697,47290,51478,54724,56164,56108,52589,54027,54354,53742,53661,54100,54689,53241,51517,50354,52089,53418
2009-01-30,50458,47983,46704,46024,46342,47141,48095,49141,52765,55250,56144,55922,52060,53168,53120,52384,52246,52558,53448,52254,50936,49836,51746,53081
2009-01-31,49900,47259,45957,45471,45764,46403,46586,45735,46587,47756,48688,48500,45679,45988,45746,44904,44421,44723,47054,47007,46473,46124,48683,50216
2009-02-01,47342,44875,43555,43272,43864,44712,44693,42905,40971,40258,40840,41008,40136,40517,40302,40118,40549,42238,45391,45899,45689,45825,48323,48964
2009-02-02,45917,43326,42174,42214,43327,44902,46695,48555,52952,55692,56736,56487,52288,53732,54209,53755,53783,53894,54443,53417,51820,50821,52529,53640
2009-02-03,50101,47227,46001,45678,46573,47776,49042,50144,53754,55688,56138,55836,51834,53683,54034,53480,53347,53471,54566,53744,52542,51507,53059,54125
2009-02-04,50432,47555,46330,46018,46895,48253,49742,50938,54271,56351,56833,56242,51846,53471,53841,53283,53143,53102,54277,53487,52169,51125,52734,53815
2009-02-05,50210,47637,46276,46140,47030,48400,49451,50585,54049,55787,56451,56203,52205,54148,54753,54276,54128,53897,54750,53700,52286,51119,52754,54215
2009-02-06,50842,48149,46769,46461,47270,48667,50026,51164,54039,55764,56551,56189,52110,53555,53855,53270,52936,52761,53678,52860,51626,50692,52466,53940
2009-02-07,50784,48048,46670,46318,46710,47635,48032,47302,47836,48682,49439,49284,46671,47155,46771,46017,45271,45276,47020,47064,46605,46296,48817,50749
2009-02-08,47925,45495,44083,43552,44168,44901,44855,42932,41058,40484,41254,41334,40490,40495,40268,39908,40073,41471,44585,45598,45714,45922,48486,49128
2009-02-09,45934,43310,42070,41923,43024,44533,46457,48728,53268,55727,56477,56081,52207,54175,54720,54001,53698,53448,54469,53615,52169,51040,52608,54101
2009-02-10,50530,47863,46522,46241,47036,48095,49458,50896,54537,56287,56561,56222,52058,54208,54751,54094,53833,53548,54464,53622,52194,51173,52743,54208
2009-02-11,50633,47793,46424,45989,46695,47925,49324,50534,53879,55762,55997,55532,51541,53153,53325,52325,52065,51697,52931,52447,51267,50411,52529,53647
2009-02-12,50077,47363,46065,45943,46792,48237,49611,50805,54051,55577,55533,54645,50693,52815,53748,53471,53677,53337,53446,52326,50879,49741,51301,52374
2009-02-13,48591,45633,44122,43785,44651,46070,47149,47914,50814,52573,53346,53338,50211,52255,53064,52772,52761,52199,51926,50901,49592,48892,50644,51533
2009-02-14,48413,45589,44108,43563,44461,45854,46427,45349,45612,46439,47460,47463,45009,45394,45402,44866,44237,43931,45848,46280,45890,45850,48319,49870
2009-02-15,46651,44052,42497,42201,43057,44162,44331,42460,40487,40109,41154,41681,41308,41797,41864,41665,41848,42989,45976,46875,46860,46980,49787,50996
2009-02-16,48135,45716,44366,44320,45286,46735,48540,51030,55290,57905,59041,59291,55331,57456,58027,57457,57260,56733,57651,57138,55355,54043,55636,57527
2009-02-17,54604,51878,50836,50361,50610,51259,52439,53957,56969,58991,59849,59530,55195,57123,57515,56921,56657,56264,57241,56718,55139,53806,55311,57048
2009-02-18,53852,51294,50224,49696,50034,50885,51994,53058,56679,58755,59360,59062,54839,56601,57026,56471,56191,55804,56589,56003,54601,53510,55126,56695
2009-02-19,53592,51247,49924,49331,49674,50332,51193,52250,55878,58130,59123,59092,55036,57315,58255,57968,58016,57495,57198,56142,54504,53181,54963,56650
2009-02-20,53226,50629,49235,48728,49123,49976,50905,51855,55003,57166,58205,58102,54291,56424,57175,56641,56420,55868,56705,56178,54594,53377,55169,57059
2009-02-21,54137,51913,50668,49948,50071,50442,50596,49859,50042,50635,51951,52012,49044,49136,48765,47877,46942,46560,48436,49167,48562,48295,50761,52715
2009-02-22,50234,47937,46686,45963,46105,46289,45702,43603,42212,41968,43242,43569,43014,43184,43051,43012,42926,43819,45967,46872,46753,46866,49535,50182
2009-02-23,47664,45246,44002,43787,44470,45730,47334,49151,53198,55696,56655,56425,52166,53716,54346,53769,53756,53338,54018,53712,52267,51020,52626,53765
2009-02-24,49907,47165,45924,45486,46323,47691,48723,49436,52954,55075,55468,55075,51074,52868,53412,52716,52673,52327,53119,52857,51489,50533,52044,53188
2009-02-25,49210,46122,44810,44523,45461,47100,48486,49344,52365,54401,54976,54590,50787,52898,53549,53040,52946,52725,53564,53581,52369,51470,53143,54060
2009-02-26,50430,47740,46245,45901,46657,48035,49314,50261,53251,55396,55960,55466,51340,53315,53789,53403,53511,53331,53948,53540,52175,51099,52615,53643
2009-02-27,50026,47225,45808,45585,46287,47713,48986,49853,52697,54679,55303,54885,50849,52608,52961,52148,51831,51339,52200,52340,51187,50280,52189,53180
2009-02-28,49737,47034,45646,45325,45888,46920,47255,46387,46455,46983,47755,47509,44565,44866,44574,43878,43408,43197,45397,46445,46078,45916,48231,49811
2009-03-01,46935,44473,43129,42850,43567,44512,44460,42409,40023,39196,40016,40087,39614,39729,39520,39320,39620,40764,43815,45602,45652,45834,48436,48955
2009-03-02,45500,42903,41825,41758,42895,44709,46971,49225,52743,54964,55584,55071,51333,53082,53677,53378,53394,53613,54581,54333,52858,51595,53111,53661
2009-03-03,49625,47006,45695,45426,46364,47882,49548,51297,54640,57175,58047,57610,53842,56080,56946,56487,56436,55869,56112,55789,54220,52932,54528,55296
2009-03-04,51397,48622,47352,46918,47733,49012,50593,52173,55064,56788,56892,56200,51699,53381,53709,52949,52884,52560,53987,54703,53423,52458,54133,54549
2009-03-05,50711,48055,46751,46491,47275,48707,50175,51603,54539,56225,56488,56143,52279,54428,55332,55229,55406,55067,55178,54718,53384,52246,53829,54307
2009-03-06,50559,47692,46515,46211,47000,48333,49805,51033,53766,55683,55993,55466,51516,53537,54133,53588,53496,53275,54431,55243,53925,52827,54419,55115
2009-03-07,51479,48873,47426,47137,47813,48632,49313,49072,49181,49605,50214,49593,46848,47162,46864,46187,45533,45290,47267,48560,48142,47982,50057,51071
2009-03-08,48022,45483,44082,43587,44335,45021,44950,43113,41120,40592,41358,41255,40490,40616,40270,40306,40377,41117,43938,46086,46096,46203,48649,48870
2009-03-09,45517,42944,41520,41605,42769,44752,46884,48922,52748,55234,55402,54680,50440,51990,52381,51769,51840,51873,53357,54167,52884,51687,53310,53402
2009-03-10,49341,46468,45231,45127,46274,47947,49631,50928,53463,55142,55381,54544,50432,51971,52545,52123,52265,52120,53547,54542,53251,52069,53585,54164
2009-03-11,50257,47332,45974,45732,46718,48456,50096,51507,54296,56198,56506,55540,51032,52413,52972,52370,52237,51836,52977,54301,53245,52549,53963,54245
2009-03-12,50301,47578,46468,46187,47135,48600,50267,51380,53887,55223,55091,54318,50242,52145,52701,52270,52451,52528,53733,54078,52737,51597,53212,53625
2009-03-13,49542,46655,45555,45348,46299,47918,49400,50816,53667,55678,56322,55915,52164,54153,54772,54449,54359,53684,54262,54688,53576,52827,54656,55552
2009-03-14,52205,49668,48202,47707,48100,48980,49195,48462,48506,49578,50671,50380,47800,48110,47848,46853,46020,45581,47192,49144,48763,48559,50824,52192
2009-03-15,49085,46711,45380,44884,45383,46110,45552,43664,41241,40871,41660,41573,40995,41101,40974,40841,41241,42028,44465,46257,46206,46355,48563,48949
2009-03-16,45614,43102,41910,41880,42988,44732,46580,48674,52367,54523,54969,54345,50343,51885,52458,51904,51798,51472,52482,53616,52538,51560,52961,52856
2009-03-17,48782,45867,44552,44214,45424,47380,49121,50220,52325,53677,53527,52503,48613,50269,50649,50368,50407,50059,51252,52684,51659,50857,51953,51533
2009-03-18,47075,44101,43021,42631,43626,45535,47334,48389,50464,51902,52245,51935,48478,50366,50966,50460,50339,49705,50518,51657,50616,49791,50878,49908
2009-03-19,45516,42715,41468,40971,41828,44039,46259,47044,49067,50594,51017,50828,47577,49861,50643,50393,50398,50217,51142,52109,50918,49974,50931,50109
2009-03-20,45613,42785,41657,41347,42452,44643,46941,48161,50269,51586,51983,51357,47485,49406,50056,49525,49319,48877,49671,51335,50377,49441,50472,49792
2009-03-21,45771,43036,41916,41665,42508,44447,45583,45359,45245,45595,46025,45643,43448,44313,44344,43844,43397,43119,44650,46087,45668,45560,47092,46882
2009-03-22,43081,40583,39153,38577,39377,40891,41391,40155,39200,39530,40595,40711,40128,40152,39945,39721,39664,40098,42050,44558,44800,44913,46749,46402
2009-03-23,42709,40044,38886,38787,40235,42630,45265,47267,50198,52484,53122,52749,48761,50689,51430,51127,51312,51106,52017,53588,52222,51158,52385,52265
2009-03-24,48157,45252,44076,43971,45101,47054,49025,50213,52452,54225,54622,54065,50161,52248,52937,52860,52965,52944,53770,54655,53270,52137,53312,53370
2009-03-25,49416,46600,45312,45051,46165,47852,49710,50841,53096,54807,55075,54535,50676,52552,53129,52839,52643,52256,52843,54330,53299,52264,53624,53583
2009-03-26,49679,46960,45637,45360,46371,47921,49262,50532,53403,55275,55822,55359,51432,53043,53450,53003,52821,52409,53052,54495,53527,52490,53809,54082
2009-03-27,50237,47412,46137,45773,46645,48276,49787,50946,53325,54875,54917,54306,50487,52093,52527,51963,51655,51238,51894,53592,52533,51482,52903,53024
2009-03-28,49445,46722,45370,44935,45592,46727,47044,46012,46258,47247,47985,47699,44980,45447,45196,44402,43817,43797,45333,47505,47138,46928,49003,49470
2009-03-29,46104,43634,42151,41851,42665,43879,43639,41991,40144,39797,40492,40440,39858,40093,39899,39718,39841,40462,42306,45422,45153,45099,47295,47255
2009-03-30,43815,41186,39798,39870,41248,43184,45039,46880,50459,52897,53448,53062,49327,51147,51757,51400,51528,51382,52033,52894,51887,50724,51997,51834
2009-03-31,47625,44525,43368,43234,44220,45996,47635,48918,51209,52761,53220,52940,48919,50879,51454,51111,51198,50900,51447,52628,51591,50707,51955,52048
2009-04-01,47817,44946,43547,43369,44531,46258,47782,49012,51561,53469,54063,53748,49843,52055,52764,52289,52064,51224,51235,52760,51984,51235,52694,52784
2009-04-02,48583,45849,44556,44478,45633,47351,48788,49789,51891,53354,53453,52877,48865,50738,51185,50738,50721,50243,51005,52990,52239,51113,52215,52081
2009-04-03,47947,45086,43827,43691,44827,46601,48084,49097,51285,52804,53216,52867,48942,50702,51187,50897,50838,50421,50989,52371,51371,50399,51579,51369
2009-04-04,47562,44742,43292,42761,43810,45199,45981,45637,45800,46400,46869,46520,44065,44860,44804,44086,43169,42702,43834,46419,46414,46180,47958,48270
2009-04-05,44455,41995,40489,40214,41320,42576,42610,41118,39372,39108,39549,39409,38690,38958,38896,38723,38895,39638,41389,44120,44452,44617,46563,45925
2009-04-06,42373,39825,38610,38582,40099,42450,44648,46227,49360,51684,52194,51725,47825,49730,50532,50292,50024,49332,50027,52153,51417,50390,51369,50552
2009-04-07,46209,43298,42294,42234,43340,45338,47408,48185,50120,51711,51864,51212,47373,49348,50078,49944,49862,49175,49762,51732,51089,50178,50905,49922
2009-04-08,45647,42878,41879,41633,42716,44666,46674,47313,49096,50446,50854,50627,47030,49157,49931,49622,49609,48809,49001,50873,50546,49847,50570,49430
2009-04-09,45137,42669,41495,41217,42177,44018,46389,47122,48885,50525,50920,50665,47079,49238,50125,49806,49723,48989,49205,51342,50699,49715,50189,48817
2009-04-10,44567,42118,41037,40916,41571,43545,45765,46562,48205,50037,50469,49945,46727,48950,49778,49443,49603,48672,48694,50454,49873,48914,49281,48120
2009-04-11,44069,41736,40648,40267,40939,42540,43848,43212,43691,44699,45532,45367,43256,44186,44276,43544,42897,42306,42915,45344,45382,45110,45953,45022
2009-04-12,41267,39095,37840,37395,37932,39398,40170,39007,37983,38163,38986,39125,38573,38943,39049,38908,38943,39305,40456,42998,43349,43291,44195,42705
2009-04-13,38901,36796,35628,35562,36491,38769,41620,43616,46539,48905,49985,49844,46375,48735,49706,49562,49732,49437,49741,51012,50338,49258,49309,47838
2009-04-14,43582,41130,40129,39760,40428,42276,44894,46386,48557,50168,50714,50322,46863,49068,49944,49676,49704,49118,49315,51223,50733,49763,50194,48949
2009-04-15,44645,42067,41017,40651,41613,43324,45750,46841,49096,50788,51336,51214,48225,50892,51981,51854,52067,51452,50977,51644,50890,50155,50836,50290
2009-04-16,45884,43220,42009,41672,42794,44698,46788,47565,49826,51452,52041,51868,48220,50297,51030,50740,50557,49999,49962,51933,51362,50315,50945,49987
2009-04-17,45623,43106,41885,41659,42749,44690,46725,46888,48548,50030,50395,50063,46494,48792,49615,49193,48896,48396,48267,50241,49957,49298,49790,48926
2009-04-18,44806,42171,41175,40786,41561,43171,44450,43951,44085,44769,45356,45209,43140,44047,44185,43403,42815,42089,42501,44956,45300,45090,46026,45367
2009-04-19,41644,39257,38164,37852,38594,39940,40569,39024,37909,38367,39071,39239,38805,39353,39291,39102,39101,39549,40526,43094,43655,43629,44250,42781
2009-04-20,39325,37174,35924,35760,36555,38653,41557,43947,47221,49927,51121,51359,48389,50641,51592,51385,51442,51175,50997,51348,50601,49736,50364,49801
2009-04-21,45422,42769,41529,41140,41956,43754,46043,47212,49726,51563,51764,51635,48241,50415,51422,51301,51170,50663,50424,51821,51098,50379,51038,50452
2009-04-22,46159,43280,42029,41700,42632,44339,46368,46796,48596,50362,50792,50506,47225,49391,50120,49697,49650,48925,48898,51114,50989,50229,50897,50053
2009-04-23,45709,43207,41960,41805,42690,44592,46615,47110,48852,50351,50789,50441,46934,48897,49696,49567,49640,49069,49085,50994,50691,49628,50085,49112
2009-04-24,44887,41961,40843,40555,41340,43252,45521,46320,48497,50034,50430,50234,46956,49139,50065,49962,50200,49919,49935,50611,49831,49103,50027,49556
2009-04-25,45680,42973,41713,41117,41969,43292,44316,44018,44820,45860,46753,46673,44586,45322,45705,45249,44637,44031,44517,46090,46222,45975,47449,47911
2009-04-26,44293,41622,40159,39682,40518,41571,41892,40395,39018,39084,39862,39964,39437,39863,39940,39809,40050,40472,41706,43948,44435,44441,46033,45289
2009-04-27,41527,39157,37939,37830,39198,41168,43544,45009,48148,50113,50825,50664,47070,49324,50279,50096,50067,49658,49547,51226,50833,49959,50682,50039
2009-04-28,45954,43228,42039,41880,42856,44489,46410,46884,48818,49992,50372,49873,46288,48569,49504,49396,49509,48867,48816,50488,50477,49519,49940,49407
2009-04-29,45305,42829,41687,41328,42282,44095,46076,46616,48478,49960,50407,50164,46629,49104,49977,49536,49304,48473,48074,49894,50253,49517,49859,48703
2009-04-30,44605,42155,40975,40606,41563,43212,45196,45846,47911,49409,49883,49409,46154,48470,49305,48923,48643,47693,47563,49146,49137,48314,48607,47656
2009-05-01,43529,41024,39861,39389,40005,41149,42611,42046,41643,41874,42202,42001,40561,41605,42033,41805,41601,41333,41859,44066,44598,44302,44772,43827
2009-05-02,40140,37953,36748,36279,36749,37971,39221,38508,38331,39274,40206,40459,39738,40369,40543,40497,40483,40615,41554,43218,43648,43429,44498,43387
2009-05-03,39873,37614,36346,35895,36414,37506,38669,37576,36581,36996,37863,38244,37897,38188,38060,37967,38080,38321,39075,41600,42688,42610,43294,41863
2009-05-04,38423,36254,35162,34780,35734,37208,39683,41116,43396,44895,45814,45722,43325,45118,45751,45457,45426,45052,44894,46584,46825,46238,46320,45229
2009-05-05,41565,39342,38150,37671,38064,39111,40549,40340,41007,42353,43215,43323,41861,42964,43288,43205,42866,42255,42926,45191,45938,45677,45582,43783
2009-05-06,40175,37934,36906,36760,37295,38745,41659,43519,46338,48678,49681,49694,46731,49426,50599,50361,50080,49207,48631,49888,50065,49010,48339,46632
2009-05-07,42659,40381,39539,39120,39625,40928,43637,45276,47793,49644,50469,50541,47549,50189,50939,50903,50864,49969,49334,50599,50698,49326,48714,47174
2009-05-08,43140,40810,39966,39401,39769,41120,43619,45341,47913,49829,50646,50565,47705,50439,51616,51415,51224,50107,49187,49934,49996,48971,48430,46791
2009-05-09,42777,40847,39839,39232,39222,40050,41629,42064,43687,45614,46757,46862,44883,46150,46576,45912,45001,43921,43888,45659,46232,45391,45324,43915
2009-05-10,40363,38233,37166,36713,36899,37502,38577,38359,37925,39086,40248,40606,40153,40899,40969,40918,40936,40900,41576,43595,44429,44143,43755,41808
2009-05-11,38156,36213,35286,34956,35427,36756,40290,42832,46785,49753,50976,50930,47742,50434,51536,51422,51429,50822,50195,50889,50591,49221,48670,47056
2009-05-12,42809,40730,39857,39365,39665,40700,43574,45980,49051,50976,51589,51414,48198,50546,51410,51318,51175,50520,50134,51068,51217,49855,49284,47676
2009-05-13,43543,41122,40146,39652,40168,41366,43989,45242,48057,50112,50794,50469,47217,49786,50757,50665,50559,49534,48800,50111,50485,49646,48996,47365
2009-05-14,43072,41001,40046,39675,39925,41099,43781,45270,48013,50140,50880,50982,47621,50201,51338,51251,51167,50174,49631,50904,50873,49735,48872,47290
2009-05-15,43049,40847,40020,39495,39659,40800,43487,45264,48152,50022,50846,50832,47725,50245,51309,50959,50825,50249,49741,50377,50217,49120,48773,47281
2009-05-16,43007,40783,39674,39152,39327,40285,42322,43284,44795,46139,46813,46717,45071,46265,46418,45893,44973,44582,44818,45633,45866,45643,46488,45802
2009-05-17,42036,39494,38076,37507,38090,38969,39658,38660,38175,38786,39769,40126,39802,39947,39927,39830,39683,39688,40157,42120,43647,43554,44125,42887
2009-05-18,39284,36862,35748,35395,36236,38010,40666,42542,46004,48527,49441,49579,46541,49071,49990,49993,50076,49345,48857,49827,50268,49064,48631,46808
2009-05-19,42515,40277,39305,38889,39299,40571,43060,44592,47378,49715,50501,50555,47450,50152,51397,51202,51123,50146,49541,50551,50823,49506,48653,46980
2009-05-20,42671,40302,39417,38883,39205,40197,42870,44625,47726,49949,50781,50998,48080,50842,51936,51662,51451,50488,49994,50808,50829,49548,48637,46648
2009-05-21,42488,40279,39473,38986,39311,40384,43516,45904,48514,50455,51291,51269,48121,50309,51324,51118,51120,50501,50226,50572,50361,49223,49010,47529
2009-05-22,43279,40685,39687,39181,39662,40840,43420,44843,47438,49514,50360,50242,47097,49611,50554,50394,50294,49561,49059,49794,50007,48858,48426,46763
2009-05-23,42741,40561,39418,38900,38985,39679,41389,41942,43570,45145,46185,46280,44026,45190,45275,44530,43845,42739,42724,44349,45471,45006,45324,44278
2009-05-24,40791,38467,37145,36563,36783,37456,38615,38001,37854,38487,39575,39952,39669,40316,40282,40198,40317,40265,40697,42451,43964,43787,43590,41630
2009-05-25,38196,36136,34989,34766,35270,36578,39721,42334,46136,49195,50497,50794,47824,50641,51954,51794,51706,50810,50047,50705,51039,49411,48165,46102
2009-05-26,42093,39960,38960,38588,38700,39579,42298,44455,47780,50438,51500,51850,49013,51934,53033,52845,52721,51578,50759,51305,51433,49927,48658,46703
2009-05-27,42488,40320,39319,38814,38974,39896,42593,44743,48113,50824,52049,52223,49352,52055,53197,52858,52645,51225,49828,50295,50821,49639,48298,46477
2009-05-28,42477,40391,39528,38931,39068,40018,42464,44663,47905,50277,51342,51736,48942,51804,53065,52944,52852,51642,50525,51083,51350,49679,48235,46222
2009-05-29,42372,40209,39245,38557,38590,39644,42258,44353,47190,49777,50893,51158,48426,51222,52423,52000,51660,50346,48885,49566,49912,48682,47603,45779
2009-05-30,41892,39769,38610,37996,37916,38412,40302,41287,42926,44418,45534,45572,43754,45362,45709,44928,44139,42920,42564,43664,44929,44205,43742,42494
2009-05-31,39160,37080,35859,35211,35250,35709,36789,36555,36497,37806,39197,39548,39208,39758,39917,39792,39812,39857,40220,41705,43278,42985,42622,40589
2009-06-01,37166,35129,34196,33881,34242,35530,38594,41533,45510,48814,50312,50767,48041,51146,52570,52492,52529,51617,50543,50823,51119,49705,48159,46036
2009-06-02,42114,40079,39133,38540,38705,39550,42138,44766,48349,51160,52603,53035,49993,52608,53777,53314,53072,52359,51675,51819,51354,49647,48263,46342
2009-06-03,42269,40083,39182,38558,38719,39681,42421,44959,48466,50858,51728,51783,48424,50994,52061,51751,51835,50953,49934,50328,50674,49610,48709,46906
2009-06-04,42718,40431,39415,38877,39018,39875,42493,44952,48080,50580,51520,51795,48910,51756,52843,52630,52544,51501,50445,50938,51344,49781,48473,46504
2009-06-05,42516,40439,39551,38890,38847,39807,42407,44632,48041,50775,51943,52184,49425,52059,53327,53092,52866,51419,50123,50361,50830,49448,48229,46387
2009-06-06,42648,40469,39367,38732,38536,38870,40275,40831,42296,44453,45801,46187,44593,45905,46358,45952,45323,44357,44092,45016,46320,45596,44963,43322
2009-06-07,39955,38122,36886,36051,35879,36241,37540,37540,37699,38874,40081,40410,40170,40629,40607,40541,40595,40689,41281,42703,44363,44021,43608,41727
2009-06-08,38167,36156,35343,34947,35178,36573,39762,42813,47109,50619,51970,52293,49220,52063,53265,53086,52933,51894,50982,51432,51553,50193,48801,46795
2009-06-09,42915,40900,39674,39282,39443,40224,43135,45424,48974,51307,52141,52217,49154,51562,52890,52762,52855,51936,51477,51900,51706,50095,49097,47225
2009-06-10,43211,41116,40063,39516,39481,40390,43142,45485,48812,51567,52487,52586,49506,52160,53202,52733,52520,51233,50134,50637,51153,50129,48976,46940
2009-06-11,42857,40799,39748,39178,39196,40079,42733,44961,48522,51021,52216,52554,49408,52218,53343,53137,53103,51955,50971,51196,51712,50315,48894,46919
2009-06-12,42941,40862,39787,39154,39033,39981,42666,45051,48461,51120,52358,52432,49467,52150,53345,53138,52946,51597,50325,50380,51020,49688,48503,46428
2009-06-13,42720,40722,39365,38723,38641,39173,40844,41727,43886,46037,47333,47722,45812,47211,47496,46799,45894,44746,44458,45476,46839,46213,45521,43792
2009-06-14,40480,38437,37204,36561,36418,36701,37833,37968,38218,39526,40778,41243,40858,41730,41876,41748,41608,41637,42062,43356,44854,44446,43853,41785
2009-06-15,38227,36385,35519,35189,35389,36572,39712,42981,47468,50793,52208,52558,49648,52790,53958,53891,53790,52616,51403,51415,51785,50325,48749,46983
2009-06-16,43148,41095,39999,39307,39310,39939,42637,45363,49159,51942,53055,53452,50548,53523,54676,54599,54498,53206,52054,52347,52588,50935,49241,47220
2009-06-17,43331,41267,40187,39507,39490,40196,42759,45447,49122,51855,53006,53282,50352,53436,54583,54269,53912,52819,51734,51901,52204,50910,49323,47377
2009-06-18,43448,41223,40268,39536,39582,40340,42991,45629,49736,52707,54224,54817,52102,55177,56457,56321,56404,55111,53703,53802,53988,52148,50110,48082
2009-06-19,44031,41742,40605,39874,39905,40565,43152,46049,50325,53652,55463,56154,53737,56796,58037,57736,57410,55690,53923,53986,54181,52384,50350,48334
2009-06-20,44441,42083,40797,39945,39711,39944,41682,43575,46040,48474,50000,50328,48338,49821,50004,49091,48246,47117,47109,47799,48506,47478,46517,44950
2009-06-21,41578,39679,38373,37556,37251,37514,38624,39038,39634,41576,43392,44364,44452,45266,45409,45414,45267,45120,45597,46823,48082,47129,45786,43270
2009-06-22,39781,37580,36450,35778,36040,37038,40312,44035,49033,52596,54248,54595,51956,54613,55864,55621,55420,53884,52440,52392,52709,50981,49194,47103
2009-06-23,43223,40824,39962,39164,39143,39893,42582,45459,49935,53326,55005,55625,52958,55929,57052,56911,56511,55127,53570,53304,53582,51828,49560,47440
2009-06-24,43502,41271,40109,39442,39281,39883,42268,45157,49518,53196,54999,55713,53075,56194,57728,57414,57112,55484,53550,53207,53778,52046,49939,47717
2009-06-25,43590,41479,40286,39541,39304,39883,42492,45483,49838,53436,55065,55737,53331,56527,58049,57732,57611,56105,54504,54079,54308,52449,50198,47836
