구    분,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2010-07-25,46612,44488,42985,41911,41494,41438,42361,43062,44820,47509,49585,50727,50645,51876,52101,51840,51633,51153,51117,51990,53154,52160,50231,47615
2010-07-26,44007,41786,40363,39666,39708,40486,43392,47919,55034,60262,62808,63859,61318,64284,65445,64829,64687,63016,61205,60796,60844,58488,55653,53588
2010-07-27,49220,46748,45292,44410,43965,44408,47080,50921,57293,62511,64984,66251,63161,65944,67323,67004,66583,64674,62856,62279,62032,59086,56112,53819
2010-07-28,49613,46894,45364,44455,44334,44589,46871,50542,56618,61092,63352,64150,61402,64053,64904,64501,64231,62499,60861,60559,60565,58514,55730,53509
2010-07-29,49179,46803,45354,44333,43979,44353,46731,50302,56119,60616,63196,64311,61614,64755,66192,65237,64836,63207,61409,61116,60701,58595,55975,53977
2010-07-30,49779,47117,45611,44489,44191,44729,46801,50673,56544,60887,63091,64092,61439,63757,64812,64063,63264,61371,59612,59541,59920,57675,54858,52884
2010-07-31,48853,46386,44708,43650,43214,43170,44292,46174,48789,51448,53374,54262,53404,54455,54739,54399,53591,52836,52814,53857,54729,53476,51547,49676
2010-08-01,46015,43586,42183,41182,40635,40504,41406,42300,44058,46346,48500,49611,49982,51050,51297,51315,51254,51271,51573,52941,53946,52853,50891,48349
2010-08-02,44432,42201,40620,39695,39564,40081,42560,45963,50751,54281,56470,57408,56508,58314,58915,58588,58229,57554,56057,55894,55997,53800,51396,49627
2010-08-03,45735,43230,41658,40701,40507,40914,42813,45938,50536,53968,56098,56902,55806,57604,58086,57855,57697,56855,55707,55985,56166,54301,51710,50058
2010-08-04,46280,43846,42253,41490,41330,41515,43721,47112,51867,56093,59058,60619,59821,61846,62663,62471,62402,61589,60186,60501,60666,58505,55563,53431
2010-08-05,48972,45973,44234,43171,42711,43141,45576,49679,56205,61533,64466,65928,64045,66128,66609,66125,65970,64567,62735,62785,62713,60289,57180,54922
2010-08-06,50469,47576,45901,44891,44551,44701,47139,50996,57176,62001,64373,65162,62902,64945,65633,65218,64987,63663,61978,61865,61690,59158,56332,54212
2010-08-07,50002,47346,45578,44505,43776,43908,45345,47559,51679,55314,58126,59045,57426,58488,58555,57541,56320,54890,54452,55635,56348,54834,52593,51047
2010-08-08,47167,44750,43273,42142,41591,41602,42111,43469,45572,48633,51176,52313,52327,53438,53727,53477,53493,53125,52942,54045,54975,53797,51741,48912
2010-08-09,45089,42764,41369,40559,40392,41008,43596,48226,55694,61621,64576,65608,63206,66091,67287,66976,66769,65650,63851,63709,63400,60697,57480,55294
2010-08-10,50785,47841,46342,45349,45050,45392,47457,51287,57616,62306,64218,64533,62124,64849,65800,65330,65087,64120,62831,62218,61048,58649,55749,53509
2010-08-11,49422,46705,45382,44411,44136,44429,46668,50318,56251,60809,63281,63981,61489,63823,65003,64916,65206,64357,62733,62936,62521,59992,56677,54149
2010-08-12,49681,47077,45430,44242,43885,44400,46565,50286,56443,61098,63139,63461,60487,62587,63357,62729,63003,62193,61203,61664,60492,57847,54904,53008
2010-08-13,48799,46555,45207,44238,43957,44382,46802,50477,56662,61275,63293,64163,61543,64347,65504,65071,65099,64127,62901,62917,62123,59430,56498,54470
2010-08-14,50384,47875,46228,45082,44631,44767,46015,48049,52317,56151,58257,58726,56641,58190,58703,58086,56821,55067,55354,56745,56868,55261,53290,51437
2010-08-15,47812,45431,43847,42593,41901,41721,42621,43528,45158,47620,49614,50444,50628,51771,51970,51891,51783,51400,51848,53408,54015,52719,50760,48317
2010-08-16,44540,42416,40990,40280,40333,41348,44252,48797,56107,61178,63286,63646,60364,62542,63285,62722,62465,61647,60724,60767,59754,57119,54366,52666
2010-08-17,48494,46037,44609,43811,43517,44140,46469,49803,55888,60483,62449,62930,60148,63173,64676,64390,64338,63331,61841,62141,61381,58722,55646,53620
2010-08-18,49362,46803,45439,44412,44172,44588,46829,50262,56490,61434,64019,65075,62672,65916,67452,66931,66731,65070,63177,63482,62740,60056,56989,54684
2010-08-19,50093,47471,45792,44939,44784,45287,47471,51456,58258,63663,66381,67320,64334,67063,68493,68073,68048,67264,65910,66124,64973,61860,58515,55966
2010-08-20,51223,48648,47068,46121,45869,46228,48424,52324,59376,64829,67345,68312,65805,68770,69886,69396,69337,68316,66599,66772,65779,62703,59390,56908
2010-08-21,52324,49577,47992,46701,46158,46382,47796,50452,55391,59759,62699,63959,62132,63895,64327,63437,62132,60101,59362,60730,60922,59017,56514,54505
2010-08-22,50277,47626,45701,44432,43782,43696,44221,45567,47998,51337,54159,55230,55362,56546,56753,56500,56306,55815,56109,57957,58594,57117,54579,51509
2010-08-23,47360,44911,43273,42422,42585,43482,46407,51664,59867,65843,68570,69300,65806,68001,69404,69121,69088,67933,66707,66923,65372,62415,59003,56465
2010-08-24,51704,48962,47615,46522,46265,46937,49406,53299,59750,64600,66468,66677,63583,65907,66982,66535,66497,65865,64778,65055,63374,60391,57220,54921
2010-08-25,50670,48451,46987,45942,45770,46361,48577,52498,58434,62517,64497,65140,61850,64510,65120,64453,64094,62654,61217,61465,60389,58344,55803,54319
2010-08-26,49890,47636,46431,45530,45253,45794,48262,52136,57771,62021,64125,65021,61918,64767,66283,65737,65898,64739,63831,64431,62885,60158,57166,55341
2010-08-27,50850,48417,46966,45968,45887,46504,48764,52407,58608,63562,65848,66953,64157,66946,67781,67055,66801,65384,64018,64350,62936,60253,57270,55284
2010-08-28,51172,48786,47273,46159,45680,45936,47021,49147,53207,56708,58768,59400,57291,58876,59209,58348,57379,55900,55911,57396,57264,55786,53912,52259
2010-08-29,48703,45984,44513,43572,43044,43209,44110,44639,46449,48733,50659,51529,50997,51670,51713,51508,51415,51258,52213,54204,54116,52906,51214,48645
2010-08-30,45023,42681,41450,40791,41020,42249,45337,50213,57317,62625,65064,65974,63014,66063,67230,66827,66734,65388,64024,64680,62833,59871,56959,54827
2010-08-31,50371,47828,46383,45392,45345,46112,48520,52464,58414,62455,64297,65186,62183,64982,66242,65838,65704,64467,63784,64131,62343,59640,56593,54493
2010-09-01,50114,47582,46151,45326,45170,45812,48220,52306,58109,62689,65241,66618,64173,67579,68842,68085,67675,65942,64721,64989,63183,60395,57309,55278
2010-09-02,50363,48063,46830,45952,45199,45129,46165,49678,54659,58667,60750,61772,59306,62594,63827,63719,63901,62844,61887,62925,61186,58422,55829,53976
2010-09-03,49657,47303,45790,44989,45010,45650,48278,52256,58177,62710,64615,65483,62729,66307,67802,67733,67690,66329,64511,65204,63332,60360,57382,55039
2010-09-04,50516,48279,46861,45884,45473,45797,47106,49616,54361,58211,60653,61771,59706,61820,62239,61268,60114,58050,57671,59588,59126,57332,54888,52728
2010-09-05,48524,46328,44867,43732,43264,43433,43999,44927,46709,49673,52158,53489,53657,54678,54430,53628,53083,52696,53318,54902,54491,53091,51169,48379
2010-09-06,44709,42742,41411,40798,41062,42277,45369,50172,56733,61659,63948,64645,61697,64831,66362,65788,65971,64842,63906,64244,62220,59384,56460,54271
2010-09-07,49768,47271,45923,44954,44773,45585,47840,51733,57432,61661,63377,63737,60616,63133,63906,63516,63421,62177,61169,61750,59818,57120,54218,52364
2010-09-08,48130,45819,44461,43689,43711,44631,46903,50434,55111,58265,59446,59598,56118,58487,59558,59139,59497,58590,58280,59342,57882,55778,53477,51738
2010-09-09,47738,45642,44450,43868,43876,44677,46900,50181,54617,57667,59061,59256,56175,58703,59919,59709,60234,59675,59836,60665,58934,56629,54431,52990
2010-09-10,48696,46363,45213,44316,44210,45079,47358,50897,56253,60398,62443,63357,60463,63129,64312,63854,63978,62959,62127,62316,60422,57918,55480,53519
2010-09-11,49479,47264,45909,44943,44705,45311,46653,48914,52616,55732,57740,58590,56305,57895,58257,57437,56386,54678,54986,56226,55551,54119,52605,51332
2010-09-12,47392,45278,43765,42893,42587,42980,43557,44088,44995,46939,48633,49301,48955,49949,50249,49997,49712,49295,50043,52039,51501,50516,48890,46352
2010-09-13,43067,41051,39815,39102,39377,40739,43677,47830,53791,58065,60076,60975,58223,61363,62758,62494,62544,61285,60690,61393,59362,56527,54272,52281
2010-09-14,47998,45867,44583,43788,43883,44975,47153,50692,55529,59039,60834,61628,58867,62061,63188,62673,62451,61314,60971,61645,59673,56875,54240,52347
2010-09-15,48053,45881,44711,43941,43946,44894,47044,50048,54652,58220,59849,60579,57831,61199,62527,62198,62051,60656,59890,60730,58950,56491,54106,52365
2010-09-16,48039,45827,44523,43811,43827,44639,46766,49810,54389,58001,59808,60716,58121,61369,62644,62618,62205,60863,60651,61426,59451,56874,54240,52568
2010-09-17,48249,45998,44541,43793,43945,44850,47133,50386,55073,58773,60816,61755,58976,62125,63411,62687,62402,60809,60465,61063,59202,56718,54390,52481
2010-09-18,48655,46390,45075,44275,44095,44667,46223,48441,52325,55356,57454,58228,55827,57949,58479,57368,56162,54081,54554,55785,54895,53338,51518,49915
2010-09-19,46212,44204,43010,42075,41920,42435,43355,44693,47047,49653,51281,51897,50747,52141,52475,51887,51437,50746,51777,52757,52116,51089,49998,47920
2010-09-20,44333,42396,41133,40498,40486,41686,43937,46947,51333,54040,55360,55804,53538,55187,55532,54226,52943,51484,52018,52793,51868,50430,48960,47432
2010-09-21,43607,41369,39487,38261,37468,37769,38043,38431,38829,40229,41916,43057,43436,43667,43885,43714,43333,43352,44230,45151,44164,43166,42294,40281
2010-09-22,37011,34812,33439,32771,32678,33489,34531,35376,34463,33808,33770,33858,34029,34124,34136,34283,34511,35287,36780,38098,38105,38278,38764,37984
2010-09-23,35594,33930,32673,32173,32296,33144,33725,33945,33918,34650,35454,36069,36009,36329,36552,36638,36807,37357,39293,41282,41097,40856,40879,39755
2010-09-24,36756,34811,33702,33015,33423,34750,36420,37996,40131,41729,43144,43754,42802,43992,44243,44376,44584,44424,45844,47132,46121,45280,44627,43672
2010-09-25,40455,38587,37325,36761,37098,38353,39580,40631,42661,44414,45754,46262,45128,46438,46713,46441,46039,45623,47360,48664,48170,47428,46949,46191
2010-09-26,42908,40859,39770,39024,39433,40307,41189,41454,42282,43444,44601,44797,44065,45069,45366,45214,45211,45007,47050,48466,48302,47780,47357,45296
2010-09-27,42005,40213,39257,38816,39404,41067,43683,46559,50587,53087,54330,54646,51640,54284,55477,55410,55627,54835,55686,56095,54656,53354,52255,51141
2010-09-28,47057,44792,43754,43047,43405,44695,46936,49035,52081,53622,54213,54193,50641,53283,54359,54226,54362,54060,55401,56040,54468,52975,52245,51529
2010-09-29,47359,45060,44181,43574,43911,45429,47477,49582,52220,53811,54510,54530,50966,53804,54768,54566,54827,54282,55330,55918,54840,53629,52969,52006
2010-09-30,47806,45643,44679,44128,44516,46025,48222,50136,52734,54132,54664,54583,50952,53756,54900,54481,54668,54373,55824,56247,54764,53594,53159,52221
2010-10-01,47891,45560,44601,44122,44596,46089,47965,49571,51762,53198,53851,53657,50414,53125,54269,54233,54404,54047,55656,55938,54457,53374,52815,51958
2010-10-02,48002,45987,44819,44258,44646,45902,47198,48082,49714,50987,51799,51865,49529,51434,51819,51287,50653,49831,51146,51622,51245,50643,50713,50004
2010-10-03,46321,43963,42815,41892,42124,43051,43506,42933,42854,43668,44711,45049,44432,44892,44908,44615,44579,44954,47510,48264,47971,47835,47870,46246
2010-10-04,42505,40388,39352,38924,39763,41658,44462,47268,50830,53179,54092,54088,50681,53304,54358,54495,54829,55082,56515,56196,54662,53457,53154,51945
2010-10-05,47593,45465,44373,43869,44403,45983,48272,50079,52501,53741,54276,54239,50698,53441,54644,54407,54550,54483,56394,56438,55027,53816,53668,52434
2010-10-06,47950,45593,44684,44303,44835,46644,48895,50382,52735,54137,54781,54680,51266,53992,55120,54803,55174,54733,56426,56475,55419,54201,53568,52209
2010-10-07,48026,45775,44757,44247,44802,46541,48853,50523,53050,54553,54974,55071,51667,54572,55628,55335,55560,55563,57373,57215,55547,54304,53622,52040
2010-10-08,47853,45693,44746,44186,44592,46412,48624,50218,52904,54462,55138,54979,51594,54358,55625,55402,55695,55707,57084,56526,55103,53624,53083,51641
2010-10-09,47601,45626,44181,43284,43304,44540,45812,46367,48253,49424,50452,50364,47963,49433,49668,49051,48392,47478,49458,49962,49675,49076,48962,47962
2010-10-10,44144,42086,40848,40349,40530,41701,42574,42315,42112,43076,44097,44301,43593,44617,44774,44670,44642,45057,47775,48332,48137,47765,47779,45912
2010-10-11,42616,40582,39489,39188,39917,41906,44587,47315,51245,53744,54579,54867,51632,54265,55427,55486,55908,56143,57773,57174,55566,54172,53753,52386
2010-10-12,47797,45389,44383,44207,44571,46114,48526,50195,53093,54696,55337,55269,51782,54385,55456,55312,55358,55570,57712,57256,55614,54458,53952,52766
2010-10-13,48358,46003,45105,44522,45050,46728,48960,50495,53192,54892,55417,55425,51820,54663,55409,55238,55548,55447,57364,56894,55558,54311,53990,52654
2010-10-14,48116,45967,44962,44549,45180,46937,49357,50947,53506,54859,55463,55415,52039,54696,55726,55515,55756,55890,57818,57277,55835,54396,53888,52571
2010-10-15,48221,45947,44895,44533,45215,47104,49411,50822,52980,54293,54711,54397,50837,53419,54527,54438,54743,54904,57057,56603,55177,53868,53713,52723
2010-10-16,48466,46253,45275,44639,45430,46929,48277,48642,49737,50417,51060,51007,48679,50172,50627,49971,49352,48853,51213,51169,50865,50481,50669,49915
2010-10-17,46313,43928,42745,42313,42859,44060,44560,43643,42851,43471,44150,44217,43804,44143,44112,44046,44293,45282,48045,48458,48456,48398,48850,47240
2010-10-18,43616,41315,40074,40005,41006,43172,46027,48436,52001,53886,54643,54351,50899,53380,54471,54466,54740,55396,57601,57041,55576,54252,54175,53245
2010-10-19,48752,46136,45108,44776,45492,47251,49474,51065,53283,54623,55045,54658,51149,53937,54942,54997,55280,56195,58124,57508,55846,54545,54229,53022
2010-10-20,48680,46193,45344,44983,45566,47450,49779,51287,53544,54928,55351,55120,51693,54304,55508,55240,55510,55688,57494,56725,55606,54737,54490,53090
2010-10-21,48627,46280,45324,44955,45634,47480,49609,51075,53428,54771,55321,54982,51358,54099,55268,55178,55672,56386,58268,57392,55914,54612,54372,53276
2010-10-22,48787,46507,45210,44784,45420,47244,49551,50984,53162,54558,54922,54684,51148,53671,54754,54418,54756,55243,57184,56396,55126,53748,53652,52443
2010-10-23,48149,45999,44999,44424,44932,46518,47852,47917,49179,50240,50783,50640,48037,49359,49793,49233,48730,49024,50843,50790,50417,50141,50671,49822
2010-10-24,46256,43981,42898,42279,42717,43994,44756,43918,43503,44385,45278,45249,44498,45044,45072,44946,45091,45952,48544,48912,48652,48510,49157,47615
2010-10-25,43655,41508,40324,40103,40968,43330,46201,48751,52491,54362,55206,54936,51159,53804,54884,54579,55118,56226,58170,57279,55739,54732,55178,54663
2010-10-26,50369,47710,46433,46136,47013,49024,51509,53018,55023,56270,56820,56557,52717,55251,56228,56209,56731,57952,60330,59325,57572,56558,56879,56684
2010-10-27,52517,49936,48660,48253,48954,50664,52766,54104,56407,57571,57941,57517,53527,55822,56778,56431,57074,57912,59328,58510,57176,55979,56611,56409
2010-10-28,52167,49537,48344,48182,49020,50745,52742,54030,56466,57645,57933,57307,53149,55321,56151,55855,56521,57813,60003,59059,57486,56205,56681,56536
2010-10-29,52315,49621,48390,48131,49097,50890,52958,54349,56467,57353,57501,56575,52563,54901,55600,55363,55803,56880,58414,57532,56043,54973,55744,55370
2010-10-30,51146,48641,47324,47115,47820,49330,50388,50280,51194,51577,51863,51428,48568,49824,49911,49243,48779,49489,51625,51412,51087,50935,51919,51808
2010-10-31,48083,45646,44419,44167,44808,46271,46724,45055,43869,43716,44305,44259,43264,43749,43738,43722,44052,46031,48552,48892,48919,48835,50057,49415
2010-11-01,45578,43090,42089,42065,43239,45421,47991,50204,53373,55345,55768,55642,51798,54152,55224,54845,55594,56752,58325,57319,55693,54757,55339,55265
2010-11-02,50772,48051,47058,46902,47827,49839,52199,53751,56162,57791,57997,57706,53628,56049,56864,56714,57322,58630,60444,59303,57808,56488,57190,57192
2010-11-03,52640,50159,49021,48749,49656,51473,53413,54865,57214,58542,58594,58166,54022,56222,57233,56889,57563,58454,59648,58441,57178,56332,56850,56629
2010-11-04,52259,49713,48635,48399,49348,51146,53238,54620,57275,58688,58790,58238,54050,56192,56861,56486,57266,58619,60006,58951,57552,56449,56940,56411
2010-11-05,51842,49227,48250,48086,49142,51012,53019,54173,56927,58364,58558,58154,53825,55913,56727,56328,56739,57852,58874,57839,56720,55695,56322,56062
2010-11-06,51817,49084,47756,47401,48329,49828,51150,51234,52444,53156,53375,53022,50263,51307,51585,50982,50445,50946,52339,51987,51756,51547,52836,52810
2010-11-07,49206,46725,45207,44801,45511,46917,47318,45711,44656,44670,45367,45199,44490,44672,44400,44336,44738,47064,49174,49250,49335,49460,50906,50093
2010-11-08,46383,43693,42504,42483,43655,45917,48552,51037,55509,57979,58831,58906,55372,57976,59147,58957,59409,60734,61506,60098,58578,57414,58318,58328
2010-11-09,53923,51246,49916,49637,50309,51963,54113,55774,58689,60613,60907,60584,56299,58900,59556,59608,60258,61709,62623,61121,59073,57788,58577,58741
2010-11-10,54347,51701,50391,50188,50876,52443,54441,55961,58747,60284,60418,59802,55576,57913,58640,58315,58763,60091,60837,59576,58303,57408,58278,58190
2010-11-11,53955,51263,50028,49723,50656,52321,54395,56010,58978,60578,60563,59700,55232,57625,58848,58849,59494,60431,60749,59148,57795,56645,57572,57676
2010-11-12,53515,50706,49473,49174,50090,51677,53777,54902,57357,58623,58799,58609,54555,56988,57746,57315,57693,59288,60282,58868,57520,56635,57563,57395
2010-11-13,53562,51015,49463,49219,50007,51458,52491,52180,53098,53820,54292,53908,50815,51781,51987,51361,50892,51772,52820,52522,52279,52305,53714,53919
2010-11-14,50094,47601,46297,45900,46529,47917,48364,46660,45469,45297,46026,46048,45287,45683,45750,45709,46197,48699,50489,50553,50428,50600,52299,51919
2010-11-15,48373,45954,44824,44820,46094,48082,50880,53785,58081,60660,61221,60730,56465,58957,59826,59664,60503,62158,63009,61412,59790,58525,59249,59339
2010-11-16,55020,52363,51052,50726,51684,53461,55409,57203,60712,62202,62026,61336,56788,59082,59955,59759,60850,62491,63204,61780,59944,58524,59163,59428
2010-11-17,55312,52459,51184,50717,51664,53127,55211,56808,60240,61785,61769,60989,56326,58695,59597,59175,59748,61215,61740,60316,58941,57970,58988,59081
2010-11-18,54667,52387,51313,50873,51743,53522,55457,56341,59914,61743,61798,61078,56494,58807,59531,59241,59724,61680,62482,61293,59600,58435,59319,59385
2010-11-19,55289,52724,51470,51067,52030,53644,55525,57127,60553,62097,62270,61903,57558,59581,60100,59793,59959,61773,62129,60655,59338,58241,59426,59796
2010-11-20,55707,53131,51933,51363,51950,53072,54086,54280,55646,56033,56191,55703,52281,53034,53075,52170,51784,52876,53979,53663,53249,53239,54889,55612
2010-11-21,52122,49611,48178,47746,48270,49344,49339,47720,46256,45735,46357,46060,45086,45230,45135,45154,45783,48477,50068,50343,50200,50384,52209,51938
2010-11-22,48234,45400,44311,44143,45407,47497,49968,52431,57718,60214,60418,59938,55672,57948,58839,58696,59566,61272,62052,60533,59024,57944,58990,59049
2010-11-23,54743,52058,50756,50524,51546,53466,55724,57353,60840,62069,61867,61141,56574,58387,59256,58910,60044,62081,62576,61013,59069,58065,58926,58964
2010-11-24,54245,51684,50476,50502,51521,53169,55071,56701,59938,61047,61167,60780,56401,58576,59207,59088,59533,61075,61352,59981,58619,57773,58645,58697
2010-11-25,54508,51883,50553,50106,51095,52658,54611,56568,60185,61859,61997,61555,57219,59639,60498,60519,61511,63604,63802,62293,60599,59324,60223,60648
2010-11-26,56392,53582,52418,52072,52975,54523,56700,58612,62132,63697,63889,63478,58809,61055,61853,61543,62216,64100,64081,62451,60836,59587,60681,61391
2010-11-27,57224,54708,53147,52647,53094,53941,54536,54409,56295,57388,58710,58638,55126,55988,55937,55117,54705,55352,55761,55381,55131,55067,57036,58602
2010-11-28,55377,52884,51583,50833,50983,51594,51790,50183,48758,48471,49310,49266,48417,48643,48497,48505,49392,52041,53611,53834,53402,53358,55550,55891
2010-11-29,52567,49956,48785,48407,49253,50589,52823,55994,61225,64385,64984,64428,59537,61590,62196,61611,62315,64469,64735,63141,61067,59673,60406,60723
2010-11-30,56515,53792,52459,52116,52545,53767,55661,57385,61242,63012,63154,62499,58092,59975,60769,60251,60997,62793,62948,61515,59820,58634,59693,60023
2010-12-01,55768,52931,51568,51219,52067,53659,55556,57065,60688,62662,62842,62081,57422,59401,59875,59458,60229,62127,62227,60934,59547,58623,59567,59840
2010-12-02,55567,52803,51339,51008,51895,53555,55539,57197,60791,62387,62639,62347,58216,60637,61227,60898,61257,62690,62393,60887,59319,58134,59103,59242
2010-12-03,55324,52546,51051,50935,52032,53973,56172,58272,62412,64338,64667,64212,59783,62225,62900,62609,63652,65414,65033,63364,61564,60186,61243,61905
2010-12-04,58029,55642,54180,53603,54083,55103,56109,56428,58128,58751,59111,58543,55124,55986,55919,55005,54593,55521,56022,55472,55029,54948,56786,57672
2010-12-05,54345,51957,50469,49783,50149,50757,50638,48879,47410,47347,48198,48137,47467,47750,47380,47252,47721,50390,51968,51998,51826,52007,54012,54057
2010-12-06,50363,47891,46610,46408,47613,49655,52100,54998,60294,63097,63465,63162,59000,61428,62390,62146,63006,65324,65160,63524,61804,60523,61567,61599
2010-12-07,57811,55267,53797,53521,54465,55867,58020,60244,64358,66290,66465,66004,61302,63495,64175,63739,64720,66728,66544,64983,62920,61389,62182,62808
2010-12-08,58532,56000,54724,54246,54863,56157,58065,60223,64412,66648,67223,66839,62380,65263,66152,65873,66431,67295,66058,64244,62597,61600,62563,63260
2010-12-09,59272,56895,55507,55142,55601,56828,58704,60741,64785,66885,67301,66725,62130,64426,65226,65034,65879,67817,67764,65920,63655,61957,62964,63667
2010-12-10,59394,57322,56049,55447,55991,57208,59065,61279,65441,67338,67505,66899,62108,64057,64783,64495,65196,65935,64521,62305,60379,59427,60640,61030
2010-12-11,57743,55450,54117,53631,54049,55064,55778,55668,57447,58947,59970,59884,56552,57447,57562,56862,56663,57866,58613,57886,57398,57104,59086,60423
2010-12-12,57449,55178,53856,53149,53254,53787,53900,52310,50767,50309,51638,51612,50806,51031,50676,50540,51229,53898,55100,55018,54587,54734,56832,57531
2010-12-13,54359,51887,50769,50352,50978,52371,54516,57801,64126,67471,68739,68534,64432,66704,67759,67131,67137,68326,67329,65353,63185,61433,62418,63317
2010-12-14,59318,56904,55369,54956,55375,56674,58539,60859,65229,67577,67831,67313,62837,65465,66560,66531,67494,69614,69488,67668,65700,64070,64956,66048
2010-12-15,62366,60007,58925,58336,58554,59834,61557,64006,68392,71120,71077,70698,66527,69227,70189,69921,70922,71308,70228,68288,66317,64854,66144,67296
2010-12-16,63986,61723,60596,59831,59695,60460,61929,64438,68806,70858,71258,71023,66909,69272,70004,69732,70481,71247,70615,68819,66761,64840,65938,67081
2010-12-17,63445,61086,59748,59013,59009,59530,60836,62749,67451,70211,71060,70743,65804,67683,68728,68526,68753,69461,68209,66025,64192,62846,64098,65338
2010-12-18,61912,59761,58495,57836,57796,58314,59051,59504,61761,62552,62928,62402,58410,58854,58454,57518,57139,58231,58668,58142,57558,57322,59410,60782
2010-12-19,57830,55515,53896,52976,53010,53395,53252,51506,50279,49746,50764,50741,49893,50253,50044,49998,50389,52493,53721,53823,53530,53693,55822,56172
2010-12-20,52935,50668,49632,49474,50283,51918,54232,57340,62963,65928,66299,65638,60919,62908,63605,63223,64296,66377,66375,64553,62569,61193,62378,62994
2010-12-21,58859,56446,55036,54706,55431,56715,58658,60839,65249,67280,67445,66511,61523,63369,63801,63178,63867,65632,65710,63940,62115,60801,61841,62485
2010-12-22,58369,55900,54661,54314,55060,56401,58295,60324,64517,66055,65841,64980,59986,62009,62573,62317,62925,64506,64584,63144,61457,60525,61677,62428
2010-12-23,58453,55668,54293,53851,54642,56042,57964,59957,64350,66328,66611,66256,61841,64381,65145,64971,65886,67316,67320,65711,63690,62601,63962,65035
2010-12-24,61371,58982,57800,57431,57866,59171,61180,63528,67896,69645,69704,69950,66227,68575,69396,69132,69436,69361,68362,66018,63935,62925,64910,66779
2010-12-25,63874,61932,60524,59381,59161,59032,58778,57419,56399,56193,57419,57515,55575,56158,56022,55894,56189,57915,58787,58385,57943,58184,60655,62535
2010-12-26,60155,58076,56398,55541,55182,55091,55015,53641,52294,51740,52688,52866,52103,52682,52867,52743,53431,55864,57493,57372,57057,57120,59560,60856
2010-12-27,58181,56403,55136,54468,54729,55759,57576,60301,65791,68793,69772,70107,66660,68864,69531,69159,69427,69920,69678,67448,64965,63408,64578,65632
2010-12-28,62083,59805,58387,57464,57528,57957,59436,60906,65227,68340,69858,70018,66268,68330,68655,68298,69007,69590,68777,66763,64709,63142,64298,65718
2010-12-29,62268,59834,58548,57830,57968,58828,60387,62363,66608,69261,69708,69174,64910,67032,67587,67065,67593,68424,67805,65909,63795,62516,63776,65000
2010-12-30,61612,59575,57944,57269,57326,57972,59155,60691,64575,67559,68939,69000,65019,67112,67976,67340,67522,68309,67377,65174,63279,62258,63880,65419
2010-12-31,62251,59918,58704,57988,57774,58300,59541,60644,64194,66371,67331,67042,62805,63499,63170,61517,60233,60764,60872,59524,58404,57806,59981,62012
2011-01-01,59796,57934,56261,54963,54440,53952,53225,51259,48811,47237,47758,48090,47805,47740,47517,47624,48381,51181,53466,53441,53314,53741,56686,58499
2011-01-02,56354,54556,53294,52214,52069,52403,52302,51160,49739,48964,50067,50489,49922,49749,49541,49579,50383,53246,55325,55603,55440,55370,57991,59173
2011-01-03,56515,54711,53578,53199,53546,54623,56477,59508,65107,68999,70781,70868,66400,68677,69501,68985,69215,70018,69222,66901,64672,63265,64399,65786
2011-01-04,62323,60287,59127,58353,58452,59362,60618,62510,67123,70002,70869,70797,66572,68775,69406,69010,69520,70502,70374,68204,65731,64012,64923,66235
2011-01-05,62798,60418,59237,58430,58419,59088,60453,62130,66951,69556,70073,69942,65796,68310,69067,68690,69244,69445,69613,67955,65802,64474,65511,66752
2011-01-06,63247,61039,59723,59218,59385,60186,61626,63354,68107,70465,70734,70875,67079,69311,70013,69399,69916,70386,71285,69658,67190,65341,66300,67703
2011-01-07,64309,62131,60935,60493,60652,61368,62733,64439,68913,71016,71423,71404,67342,69297,69849,69195,69726,70042,70384,68832,66598,64924,65931,67631
2011-01-08,64352,62339,61253,60404,60129,60432,60941,60730,62612,63778,65100,65041,61436,62020,61899,60990,60333,60419,61264,60535,59795,59407,61416,63455
2011-01-09,60537,58621,57249,56148,56032,55942,55677,54093,52998,52551,53759,53922,53030,53270,53160,53237,53920,56130,58377,58264,58152,58158,60476,61861
2011-01-10,59174,57257,56032,55599,56095,57251,59252,62247,68250,70928,71701,71840,68462,70507,71249,70731,71644,71820,71718,70144,67576,65682,66754,68234
2011-01-11,64958,62994,61805,60911,60678,61320,62599,65101,69423,71603,71684,71687,68188,70644,71408,70945,71334,71025,70879,69402,66854,65172,66433,67916
2011-01-12,64425,62430,61154,60471,60460,61283,62732,64580,69081,71234,71632,71785,68105,70399,71191,70435,70839,70900,70947,69775,67370,65794,66874,68257
2011-01-13,65030,63142,61983,61280,61222,61926,63383,65417,69646,71449,71783,71741,67880,70098,70511,69821,70347,70827,70919,69904,67420,65711,66775,68487
2011-01-14,65169,63105,61740,60754,60752,61345,62855,64474,68946,71182,71569,71468,67343,69214,69850,69427,70007,69982,69782,68505,66263,64745,66037,68093
2011-01-15,64838,62593,61169,60228,59971,60269,60959,61253,63147,64836,66555,66716,63233,64306,64564,63896,63295,63109,64140,63280,62535,62154,64325,66923
2011-01-16,64446,62471,61010,60255,59810,59381,59012,57627,55498,54768,55850,56028,55250,55474,55424,55179,56020,57914,60125,59948,59808,59705,62182,63999
